Date,Price,Open,High,Low,Vol.,Change %
3/26/15,"2,048.50","2,056.00","2,058.75","2,033.25",1.84M,-0.26%
3/25/15,"2,053.75","2,085.25","2,089.25","2,052.25",1.78M,-1.50%
3/24/15,"2,085.00","2,094.00","2,101.00","2,083.00",1.19M,-0.47%
3/23/15,"2,094.75","2,097.75","2,107.00","2,093.25",957.58K,-0.20%
3/20/15,"2,099.02","2,088.50","2,105.50","2,086.50",55.07K,0.41%
3/19/15,"2,090.50","2,101.00","2,107.25","2,085.00",341.01K,-0.48%
3/18/15,"2,100.50","2,074.25","2,107.75","2,060.50",644.41K,1.25%
3/17/15,"2,074.50","2,074.50","2,078.75","2,064.25",953.28K,-0.10%
3/16/15,"2,076.50","2,050.75","2,081.75","2,044.50",946.44K,1.31%
3/13/15,"2,049.75","2,064.25","2,068.75","2,040.00",1.21M,-0.69%
3/12/15,"2,064.00","2,042.00","2,066.50","2,038.25",1.63M,1.20%
3/11/15,"2,039.50","2,044.25","2,052.25","2,038.25",1.71M,-0.12%
3/10/15,"2,042.00","2,077.50","2,078.00","2,041.25",1.90M,-1.72%
3/9/15,"2,077.75","2,073.50","2,082.50","2,066.00",1.19M,0.34%
3/6/15,"2,070.75","2,099.50","2,103.50","2,065.50",1.90M,-1.38%
3/5/15,"2,099.75","2,096.50","2,103.50","2,093.25",1.10M,0.16%
3/4/15,"2,096.50","2,104.75","2,104.75","2,085.25",1.49M,-0.39%
3/3/15,"2,104.75","2,114.00","2,114.50","2,095.50",1.36M,-0.44%
3/2/15,"2,114.00","2,104.00","2,115.50","2,100.50",1.08M,0.54%
2/27/15,"2,102.75","2,109.50","2,111.00","2,100.75",1.21M,-0.34%
2/26/15,"2,110.00","2,110.50","2,114.75","2,101.50",1.18M,-0.01%
2/25/15,"2,110.25","2,113.75","2,117.75","2,107.25",974.71K,-0.17%
2/24/15,"2,113.75","2,106.25","2,115.75","2,102.75",1.08M,0.33%
2/23/15,"2,106.75","2,107.25","2,108.25","2,099.75",849.70K,-0.01%
2/20/15,"2,107.00","2,096.00","2,108.75","2,082.25",1.65M,0.56%
2/19/15,"2,095.25","2,095.25","2,099.50","2,087.25",1.14M,-0.01%
2/18/15,"2,095.50","2,096.50","2,098.50","2,088.50",1.09M,-0.02%
2/17/15,"2,096.00","2,091.25","2,098.75","2,080.75",1.23M,0.57%
2/16/15,"2,084.15","2,089.45","2,093.65","2,081.65",,-0.26%
2/15/15,"2,089.65","2,091.65","2,093.65","2,089.65",,-0.18%
2/13/15,"2,093.50","2,083.00","2,095.00","2,081.50",1.22M,0.46%
2/12/15,"2,084.00","2,071.50","2,085.50","2,058.50",1.43M,0.88%
2/11/15,"2,065.75","2,062.75","2,079.50","2,053.25",1.30M,0.17%
2/10/15,"2,062.25","2,043.75","2,066.50","2,040.50",1.40M,0.97%
2/9/15,"2,042.50","2,050.00","2,051.75","2,036.50",878.10K,-0.51%
2/6/15,"2,053.00","2,056.25","2,068.00","2,044.50",788.33K,-0.10%
2/5/15,"2,055.00","2,025.00","2,058.75","2,020.75",1.34M,1.23%
2/4/15,"2,030.00","2,040.50","2,049.25","2,022.75",1.70M,-0.59%
2/3/15,"2,042.00","2,015.00","2,044.00","2,007.00",1.71M,1.24%
2/2/15,"2,017.00","1,990.50","2,018.50","1,973.75",2.04M,1.43%
1/30/15,"1,988.50","2,019.25","2,020.50","1,986.25",2.35M,-1.49%
1/29/15,"2,018.50","1,993.50","2,020.00","1,982.00",2.12M,1.36%
1/28/15,"1,991.50","2,036.50","2,046.50","1,991.25",2.09M,-1.90%
1/27/15,"2,030.00","2,054.00","2,054.75","2,013.25",1.96M,-1.14%
1/26/15,"2,053.50","2,035.00","2,055.00","2,025.50",1.26M,0.46%
1/23/15,"2,044.00","2,056.50","2,062.50","2,042.25",1.35M,-0.61%
1/22/15,"2,056.50","2,026.75","2,059.25","2,019.25",1.83M,1.48%
1/21/15,"2,026.50","2,015.75","2,032.75","2,005.25",1.64M,0.48%
1/20/15,"2,016.75","2,013.50","2,026.50","1,997.50",1.81M,0.34%
1/19/15,"2,009.95","2,010.45","2,023.65","2,003.15",,-0.03%
1/18/15,"2,010.65","2,013.65","2,013.65","2,008.55",,-0.12%
1/16/15,"2,013.00","1,980.75","2,014.25","1,970.25",2.02M,1.21%
1/15/15,"1,989.00","2,009.75","2,027.25","1,978.25",2.26M,-0.92%
1/14/15,"2,007.50","2,017.25","2,019.50","1,981.25",2.52M,-0.42%
1/13/15,"2,016.00","2,023.75","2,051.75","2,001.00",2.50M,-0.32%
1/12/15,"2,022.50","2,034.50","2,048.25","2,015.25",1.62M,-0.63%
1/9/15,"2,035.25","2,053.75","2,062.00","2,031.25",1.91M,-0.96%
1/8/15,"2,055.00","2,020.50","2,058.50","2,020.25",1.56M,1.76%
1/7/15,"2,019.50","1,996.50","2,023.75","1,995.75",1.76M,1.25%
1/6/15,"1,994.50","2,019.00","2,023.50","1,984.25",2.35M,-1.07%
1/5/15,"2,016.00","2,045.75","2,048.25","2,009.50",2.03M,-1.48%
1/2/15,"2,046.25","2,055.00","2,067.25","2,038.75",1.36M,-0.62%
1/1/15,"2,058.95","2,051.65","2,059.15","2,051.65",,0.31%
12/31/14,"2,052.50","2,076.25","2,082.75","2,050.75",836.22K,-1.17%
12/30/14,"2,076.75","2,087.50","2,088.50","2,073.00",718.03K,-0.43%
12/29/14,"2,085.75","2,086.00","2,088.75","2,076.00",636.35K,0.07%
12/26/14,"2,084.25","2,078.75","2,088.75","2,078.50",309.28K,0.10%
12/25/14,"2,082.15","2,078.55","2,082.15","2,078.55",,0.16%
12/24/14,"2,078.75","2,078.75","2,083.50","2,077.00",235.05K,-0.01%
12/23/14,"2,079.00","2,073.00","2,084.50","2,071.50",777.81K,0.31%
12/22/14,"2,072.50","2,065.00","2,076.00","2,064.00",858.55K,0.56%
12/19/14,"2,061.01","2,066.00","2,079.75","2,061.25",82.35K,-0.19%
12/18/14,"2,065.00","2,013.75","2,068.00","2,010.75",538.25K,2.52%
12/17/14,"2,014.25","1,973.50","2,017.00","1,972.75",785.29K,2.17%
12/16/14,"1,971.50","1,991.25","2,018.00","1,968.25",1.22M,-0.93%
12/15/14,"1,990.00","1,998.75","2,019.25","1,981.50",1.13M,-0.36%
12/12/14,"1,997.25","2,029.50","2,032.25","1,996.50",1.49M,-1.66%
12/11/14,"2,031.00","2,026.25","2,056.50","2,023.75",2.26M,0.22%
12/10/14,"2,026.50","2,057.75","2,060.00","2,023.25",2.38M,-1.51%
12/9/14,"2,057.50","2,060.25","2,062.25","2,033.25",1.89M,-0.10%
12/8/14,"2,059.50","2,075.75","2,077.50","2,053.75",1.41M,-0.79%
12/5/14,"2,076.00","2,071.75","2,079.00","2,068.50",1.15M,0.19%
12/4/14,"2,072.00","2,073.00","2,077.25","2,061.25",1.37M,-0.02%
12/3/14,"2,072.50","2,066.50","2,076.00","2,063.25",925.31K,0.31%
12/2/14,"2,066.00","2,051.00","2,068.00","2,050.75",1.15M,0.74%
12/1/14,"2,050.75","2,063.25","2,064.00","2,048.25",1.47M,-0.75%
11/28/14,"2,066.25","2,074.00","2,074.75","2,063.50",783.12K,-0.23%
11/27/14,"2,070.95","2,072.55","2,074.65","2,068.45",,-0.06%
11/26/14,"2,072.25","2,068.25","2,075.25","2,065.25",743.54K,0.23%
11/25/14,"2,067.50","2,067.25","2,073.00","2,062.75",977.86K,0.00%
11/24/14,"2,067.50","2,062.25","2,069.00","2,060.75",793.92K,0.28%
11/21/14,"2,061.75","2,052.25","2,072.25","2,049.75",1.63M,0.48%
11/20/14,"2,052.00","2,047.00","2,052.75","2,035.25",1.13M,0.23%
11/19/14,"2,047.25","2,048.75","2,050.50","2,037.75",1.19M,-0.06%
11/18/14,"2,048.50","2,039.25","2,054.00","2,035.75",1.15M,0.43%
11/17/14,"2,039.75","2,038.50","2,040.50","2,025.25",1.06M,0.09%
11/14/14,"2,038.00","2,033.00","2,039.75","2,032.00",1.05M,0.20%
11/13/14,"2,034.00","2,034.75","2,043.75","2,026.75",1.54M,-0.10%
11/12/14,"2,036.00","2,036.50","2,037.25","2,026.75",1.08M,-0.02%
11/11/14,"2,036.50","2,033.75","2,039.00","2,031.00",779.71K,0.12%
11/10/14,"2,034.00","2,025.75","2,035.00","2,021.00",967.81K,0.39%
11/7/14,"2,026.00","2,027.25","2,033.50","2,020.50",1.28M,-0.10%
11/6/14,"2,028.00","2,018.50","2,029.25","2,010.75",1.43M,0.46%
11/5/14,"2,018.75","2,006.25","2,020.50","2,003.75",1.57M,0.66%
11/4/14,"2,005.50","2,010.50","2,013.75","1,995.25",1.52M,-0.27%
11/3/14,"2,011.00","2,011.25","2,019.25","2,007.00",1.36M,-0.02%
10/31/14,"2,011.50","1,987.75","2,016.75","1,986.75",1.92M,1.16%
10/30/14,"1,988.50","1,971.75","1,994.25","1,959.25",1.98M,0.82%
10/29/14,"1,972.25","1,976.00","1,985.75","1,962.00",1.90M,-0.39%
10/28/14,"1,980.00","1,957.75","1,980.75","1,956.75",1.57M,1.18%
10/27/14,"1,957.00","1,960.25","1,965.75","1,944.50",1.45M,-0.14%
10/24/14,"1,959.75","1,946.00","1,961.25","1,931.75",1.60M,0.71%
10/23/14,"1,946.00","1,924.50","1,956.25","1,922.25",2.01M,1.09%
10/22/14,"1,925.00","1,938.25","1,943.75","1,920.25",2.02M,-0.67%
10/21/14,"1,938.00","1,903.50","1,939.75","1,885.75",2.24M,2.00%
10/20/14,"1,900.00","1,884.00","1,904.50","1,872.25",1.65M,1.01%
10/17/14,"1,881.00","1,853.00","1,891.75","1,851.00",2.58M,1.65%
10/16/14,"1,850.50","1,846.75","1,869.75","1,815.25",3.37M,0.20%
10/15/14,"1,846.75","1,878.25","1,883.25","1,813.00",4.66M,-1.49%
10/14/14,"1,874.75","1,866.25","1,892.75","1,864.75",3.11M,0.50%
10/13/14,"1,865.50","1,892.00","1,906.00","1,863.75",2.95M,-1.52%
10/10/14,"1,894.25","1,917.00","1,931.25","1,893.25",3.07M,-1.60%
10/9/14,"1,925.00","1,961.50","1,968.50","1,915.25",3.10M,-1.87%
10/8/14,"1,961.75","1,926.25","1,964.00","1,918.00",2.52M,1.75%
10/7/14,"1,928.00","1,953.25","1,956.25","1,924.25",2.17M,-1.43%
10/6/14,"1,956.00","1,961.00","1,971.00","1,950.50",1.73M,-0.22%
10/3/14,"1,960.25","1,938.50","1,964.50","1,935.75",1.56M,1.12%
10/2/14,"1,938.50","1,940.75","1,945.75","1,918.25",2.72M,-0.12%
10/1/14,"1,940.75","1,961.00","1,967.00","1,933.75",2.45M,-1.26%
9/30/14,"1,965.50","1,968.75","1,978.25","1,960.50",1.99M,-0.20%
9/29/14,"1,969.50","1,974.75","1,977.00","1,955.50",1.79M,-0.33%
9/26/14,"1,976.00","1,961.00","1,979.25","1,956.50",1.68M,0.74%
9/25/14,"1,961.50","1,990.75","1,991.50","1,957.75",2.32M,-1.48%
9/24/14,"1,991.00","1,969.75","1,992.50","1,969.50",1.57M,0.95%
9/23/14,"1,972.25","1,984.00","1,988.00","1,968.25",1.63M,-0.70%
9/22/14,"1,986.25","2,002.00","2,006.50","1,981.75",1.58M,-1.79%
9/19/14,"2,022.46","2,013.50","2,022.50","2,013.25",75.63K,0.51%
9/18/14,"2,012.25","2,003.50","2,014.50","2,001.00",333.68K,0.54%
9/17/14,"2,001.50","1,999.50","2,010.75","1,991.25",623.84K,0.10%
9/16/14,"1,999.50","1,984.75","2,002.50","1,978.50",884.64K,0.77%
9/15/14,"1,984.25","1,981.75","1,987.25","1,972.00",854.38K,-0.03%
9/12/14,"1,984.75","1,999.25","1,999.25","1,979.50",1.25M,-0.61%
9/11/14,"1,997.00","1,994.50","1,999.50","1,985.00",1.74M,0.10%
9/10/14,"1,995.00","1,989.50","1,996.25","1,981.50",1.59M,0.26%
9/9/14,"1,989.75","2,000.25","2,003.00","1,983.25",1.77M,-0.54%
9/8/14,"2,000.50","2,006.50","2,006.75","1,994.00",1.21M,-0.27%
9/5/14,"2,006.00","1,999.00","2,007.75","1,988.25",1.69M,0.41%
9/4/14,"1,997.75","1,998.75","2,010.00","1,990.75",1.52M,-0.05%
9/3/14,"1,998.75","2,000.50","2,011.00","1,996.25",1.30M,-0.05%
9/2/14,"1,999.75","1,999.00","2,006.25","1,992.75",1.24M,-0.05%
9/1/14,"2,000.75","2,000.15","2,001.45","1,997.45",,-0.04%
8/29/14,"2,001.50","1,999.25","2,003.75","1,992.25",1.04M,0.24%
8/28/14,"1,996.75","1,996.75","1,999.50","1,987.50",1.09M,-0.01%
8/27/14,"1,997.00","1,999.25","2,000.50","1,993.50",761.37K,-0.08%
8/26/14,"1,998.50","1,994.50","2,002.75","1,992.25",878.01K,0.18%
8/25/14,"1,995.00","1,990.00","1,999.75","1,988.75",853.07K,0.36%
8/22/14,"1,987.75","1,989.75","1,991.50","1,981.50",1.12M,-0.09%
8/21/14,"1,989.50","1,982.75","1,992.00","1,980.75",841.55K,0.32%
8/20/14,"1,983.25","1,977.75","1,986.00","1,973.00",1.06M,0.30%
8/19/14,"1,977.25","1,968.50","1,979.75","1,968.25",868.38K,0.50%
8/18/14,"1,967.50","1,955.75","1,969.00","1,955.75",890.47K,0.77%
8/15/14,"1,952.50","1,954.25","1,961.00","1,937.25",1.81M,-0.05%
8/14/14,"1,953.50","1,946.00","1,955.00","1,942.00",967.19K,0.45%
8/13/14,"1,944.75","1,932.25","1,946.50","1,930.75",1.12M,0.74%
8/12/14,"1,930.50","1,934.00","1,938.75","1,923.50",1.23M,-0.10%
8/11/14,"1,932.50","1,923.50","1,941.00","1,923.25",1.18M,0.45%
8/8/14,"1,923.75","1,905.25","1,928.25","1,890.25",1.90M,0.97%
8/7/14,"1,905.25","1,914.75","1,925.75","1,899.75",1.95M,-0.50%
8/6/14,"1,914.75","1,914.75","1,923.50","1,903.00",1.71M,0.09%
8/5/14,"1,913.00","1,931.00","1,933.25","1,907.50",2.14M,-0.98%
8/4/14,"1,932.00","1,919.50","1,937.50","1,914.75",1.61M,0.70%
8/1/14,"1,918.50","1,926.00","1,932.25","1,910.25",2.89M,-0.32%
7/31/14,"1,924.75","1,965.00","1,965.50","1,923.50",2.77M,-2.05%
7/30/14,"1,965.00","1,964.25","1,974.25","1,956.50",1.77M,0.10%
7/29/14,"1,963.00","1,972.50","1,979.50","1,962.00",1.51M,-0.51%
7/28/14,"1,973.00","1,970.75","1,976.00","1,960.75",1.37M,0.08%
7/25/14,"1,971.50","1,978.75","1,980.75","1,968.00",1.43M,-0.47%
7/24/14,"1,980.75","1,981.00","1,985.75","1,976.75",1.17M,0.00%
7/23/14,"1,980.75","1,973.00","1,983.50","1,972.75",1.15M,0.29%
7/22/14,"1,975.00","1,965.75","1,980.50","1,965.25",1.27M,0.45%
7/21/14,"1,966.25","1,970.25","1,971.50","1,959.00",1.41M,-0.27%
7/18/14,"1,971.50","1,949.25","1,974.25","1,942.50",1.80M,0.92%
7/17/14,"1,953.50","1,971.25","1,976.00","1,948.50",2.44M,-1.08%
7/16/14,"1,974.75","1,968.00","1,978.00","1,967.00",1.32M,0.34%
7/15/14,"1,968.00","1,971.25","1,976.25","1,958.75",1.91M,-0.15%
7/14/14,"1,971.00","1,962.75","1,974.00","1,962.50",1.00M,0.43%
7/11/14,"1,962.50","1,957.25","1,963.50","1,953.00",1.36M,0.24%
7/10/14,"1,957.75","1,967.50","1,968.25","1,945.25",1.97M,-0.48%
7/9/14,"1,967.25","1,960.50","1,968.25","1,958.25",1.39M,0.34%
7/8/14,"1,960.50","1,970.50","1,970.75","1,952.75",1.78M,-0.53%
7/7/14,"1,971.00","1,975.75","1,977.50","1,967.25",1.15M,-0.24%
7/4/14,"1,975.65","1,976.65","1,976.95","1,974.65",,-0.09%
7/3/14,"1,977.50","1,968.00","1,978.25","1,966.00",846.13K,0.50%
7/2/14,"1,967.75","1,966.25","1,970.00","1,964.50",920.98K,0.10%
7/1/14,"1,965.75","1,954.50","1,971.75","1,953.50",1.46M,0.68%
6/30/14,"1,952.50","1,951.75","1,956.75","1,948.00",1.16M,0.03%
6/27/14,"1,952.00","1,948.25","1,954.00","1,942.75",1.18M,0.17%
6/26/14,"1,948.75","1,948.75","1,952.50","1,936.25",1.49M,-0.04%
6/25/14,"1,949.50","1,942.25","1,953.25","1,937.25",1.53M,0.32%
6/24/14,"1,943.25","1,951.25","1,960.00","1,939.75",1.53M,-0.50%
6/23/14,"1,953.00","1,952.75","1,959.75","1,950.00",1.02M,-0.59%
6/20/14,"1,964.52","1,957.50","1,970.00","1,956.75",61.30K,0.31%
6/19/14,"1,958.50","1,956.00","1,960.25","1,952.25",369.58K,0.08%
6/18/14,"1,957.00","1,941.50","1,958.00","1,938.00",522.41K,0.80%
6/17/14,"1,941.50","1,936.50","1,943.50","1,931.25",881.10K,0.26%
6/16/14,"1,936.50","1,934.25","1,940.75","1,926.50",866.80K,0.04%
6/13/14,"1,935.75","1,930.75","1,937.00","1,926.50",945.29K,0.27%
6/12/14,"1,930.50","1,943.75","1,947.75","1,924.75",1.67M,-0.69%
6/11/14,"1,944.00","1,950.75","1,951.00","1,938.50",1.35M,-0.33%
6/10/14,"1,950.50","1,949.25","1,951.75","1,943.00",1.04M,0.01%
6/9/14,"1,950.25","1,949.25","1,954.75","1,945.75",1.03M,0.05%
6/6/14,"1,949.25","1,938.50","1,949.75","1,937.75",1.21M,0.55%
6/5/14,"1,938.50","1,925.50","1,940.75","1,921.00",1.68M,0.66%
6/4/14,"1,925.75","1,922.75","1,927.00","1,916.00",917.11K,0.20%
6/3/14,"1,922.00","1,921.50","1,923.50","1,916.00",948.00K,0.01%
6/2/14,"1,921.75","1,921.25","1,924.25","1,913.75",1.05M,0.01%
5/30/14,"1,921.50","1,917.00","1,922.25","1,914.25",1.17M,0.18%
5/29/14,"1,918.00","1,909.75","1,918.00","1,907.25",981.82K,0.47%
5/28/14,"1,909.00","1,909.75","1,914.00","1,904.50",1.06M,-0.01%
5/27/14,"1,909.25","1,898.00","1,910.00","1,897.00",922.50K,0.36%
5/26/14,"1,902.45","1,897.75","1,904.65","1,897.15",,0.29%
5/23/14,"1,897.00","1,890.25","1,899.25","1,889.50",761.56K,0.36%
5/22/14,"1,890.25","1,883.75","1,894.00","1,882.75",1.03M,0.28%
5/21/14,"1,885.00","1,868.50","1,886.50","1,866.50",1.36M,0.91%
5/20/14,"1,868.00","1,881.50","1,884.50","1,864.75",1.56M,-0.76%
5/19/14,"1,882.25","1,876.25","1,883.00","1,865.75",1.04M,0.40%
5/16/14,"1,874.75","1,867.00","1,875.75","1,861.25",1.52M,0.40%
5/15/14,"1,867.25","1,885.75","1,888.50","1,859.00",2.25M,-0.95%
5/14/14,"1,885.25","1,894.75","1,897.25","1,882.25",1.19M,-0.48%
5/13/14,"1,894.25","1,893.50","1,898.50","1,892.00",1.08M,0.08%
5/12/14,"1,892.75","1,874.00","1,894.00","1,874.00",1.18M,1.03%
5/9/14,"1,873.50","1,870.25","1,875.00","1,862.50",1.48M,0.07%
5/8/14,"1,872.25","1,874.75","1,884.75","1,865.00",1.75M,-0.11%
5/7/14,"1,874.25","1,864.00","1,875.75","1,854.50",2.00M,0.54%
5/6/14,"1,864.25","1,877.50","1,881.50","1,861.75",1.38M,-0.61%
5/5/14,"1,875.75","1,875.50","1,880.00","1,860.50",1.18M,0.07%
5/2/14,"1,874.50","1,878.75","1,886.00","1,872.00",1.72M,-0.17%
5/1/14,"1,877.75","1,879.50","1,882.75","1,871.50",938.35K,-0.01%
4/30/14,"1,878.00","1,870.50","1,880.25","1,866.25",1.50M,0.33%
4/29/14,"1,871.75","1,866.00","1,875.25","1,865.00",1.22M,0.31%
4/28/14,"1,866.00","1,861.75","1,871.75","1,844.00",2.07M,0.32%
4/25/14,"1,860.00","1,872.50","1,873.75","1,853.00",1.51M,-0.69%
4/24/14,"1,873.00","1,879.00","1,882.50","1,863.75",1.58M,0.00%
4/23/14,"1,873.00","1,873.00","1,880.75","1,867.50",1.00M,-0.05%
4/22/14,"1,874.00","1,864.25","1,878.75","1,860.75",1.11M,0.51%
4/21/14,"1,864.50","1,859.25","1,865.50","1,856.50",533.89K,0.35%
4/17/14,"1,858.00","1,852.50","1,863.75","1,847.25",1.25M,0.28%
4/16/14,"1,852.75","1,842.75","1,857.00","1,840.50",1.64M,0.72%
4/15/14,"1,839.50","1,825.00","1,844.00","1,809.25",2.61M,0.82%
4/14/14,"1,824.50","1,806.00","1,828.00","1,803.25",1.89M,0.70%
4/11/14,"1,811.75","1,829.50","1,832.00","1,807.25",2.53M,-0.83%
4/10/14,"1,827.00","1,865.75","1,867.50","1,823.75",2.38M,-2.02%
4/9/14,"1,864.75","1,845.00","1,866.50","1,843.75",1.41M,1.07%
4/8/14,"1,845.00","1,840.00","1,849.00","1,830.75",1.85M,0.38%
4/7/14,"1,838.00","1,861.00","1,861.75","1,834.50",2.18M,-1.18%
4/4/14,"1,860.00","1,884.25","1,892.50","1,855.75",2.50M,-1.22%
4/3/14,"1,883.00","1,882.75","1,887.50","1,875.50",1.24M,0.00%
4/2/14,"1,883.00","1,877.75","1,886.25","1,876.25",1.18M,0.28%
4/1/14,"1,877.75","1,864.50","1,878.75","1,862.25",1.21M,0.71%
3/31/14,"1,864.50","1,855.00","1,868.00","1,855.00",1.57M,0.76%
3/28/14,"1,850.50","1,843.50","1,859.50","1,841.50",1.50M,0.54%
3/27/14,"1,840.50","1,845.00","1,848.50","1,834.00",2.03M,-0.11%
3/26/14,"1,842.50","1,859.00","1,868.75","1,841.50",1.90M,-0.90%
3/25/14,"1,859.25","1,850.25","1,864.50","1,848.00",1.66M,0.53%
3/24/14,"1,849.50","1,855.50","1,866.00","1,841.25",1.84M,-2.31%
3/21/14,"1,893.30","1,873.00","1,882.00","1,870.75",47.87K,1.04%
3/20/14,"1,873.75","1,858.50","1,874.25","1,852.50",344.34K,0.75%
3/19/14,"1,859.75","1,871.00","1,874.50","1,849.50",640.71K,-0.59%
3/18/14,"1,870.75","1,858.75","1,874.00","1,852.50",871.09K,0.70%
3/17/14,"1,857.75","1,839.50","1,862.75","1,830.50",797.42K,0.96%
3/14/14,"1,840.00","1,847.25","1,853.00","1,839.00",1.31M,-0.37%
3/13/14,"1,846.75","1,868.75","1,875.00","1,841.50",2.35M,-1.12%
3/12/14,"1,867.75","1,864.75","1,869.00","1,853.75",1.67M,0.13%
3/11/14,"1,865.25","1,876.25","1,882.25","1,863.00",1.61M,-0.64%
3/10/14,"1,877.25","1,875.50","1,878.75","1,865.75",1.17M,-0.04%
3/7/14,"1,878.00","1,876.25","1,887.50","1,869.25",1.76M,0.09%
3/6/14,"1,876.25","1,873.75","1,881.00","1,871.00",1.28M,0.20%
3/5/14,"1,872.50","1,870.75","1,875.50","1,867.75",1.25M,0.05%
3/4/14,"1,871.50","1,843.75","1,874.75","1,843.50",1.75M,1.55%
3/3/14,"1,843.00","1,846.00","1,849.50","1,832.25",2.38M,-0.78%
2/28/14,"1,857.50","1,854.50","1,866.50","1,845.25",2.11M,0.19%
2/27/14,"1,854.00","1,843.75","1,855.75","1,832.75",1.62M,0.65%
2/26/14,"1,842.00","1,847.50","1,853.25","1,838.00",1.46M,-0.23%
2/25/14,"1,846.25","1,844.75","1,851.00","1,837.25",1.57M,0.01%
2/24/14,"1,846.00","1,835.25","1,856.75","1,829.25",1.61M,0.64%
2/21/14,"1,834.25","1,836.00","1,844.00","1,832.75",1.32M,-0.11%
2/20/14,"1,836.25","1,826.00","1,840.25","1,817.25",1.61M,0.59%
2/19/14,"1,825.50","1,837.25","1,844.50","1,823.25",1.77M,-0.65%
2/18/14,"1,837.50","1,833.50","1,840.25","1,831.50",1.21M,0.05%
2/17/14,"1,836.65","1,835.25","1,840.15","1,831.95",,0.09%
2/14/14,"1,835.00","1,823.75","1,838.75","1,816.00",1.37M,0.59%
2/13/14,"1,824.25","1,816.75","1,827.00","1,802.25",1.65M,0.40%
2/12/14,"1,817.00","1,813.25","1,823.25","1,811.25",1.39M,0.19%
2/11/14,"1,813.50","1,795.25","1,819.50","1,794.25",1.76M,1.04%
2/10/14,"1,794.75","1,793.00","1,796.00","1,786.25",1.15M,0.07%
2/7/14,"1,793.50","1,768.00","1,794.00","1,758.25",2.34M,1.53%
2/6/14,"1,766.50","1,744.75","1,769.75","1,744.00",1.74M,1.29%
2/5/14,"1,744.00","1,744.25","1,750.75","1,732.00",2.08M,0.01%
2/4/14,"1,743.75","1,738.25","1,753.50","1,734.00",2.33M,0.63%
2/3/14,"1,732.75","1,777.50","1,783.75","1,732.25",3.03M,-2.46%
1/31/14,"1,776.50","1,783.50","1,788.25","1,761.25",2.39M,-0.27%
1/30/14,"1,781.25","1,770.00","1,793.75","1,767.75",1.82M,0.56%
1/29/14,"1,771.25","1,796.00","1,801.25","1,764.00",2.74M,-0.95%
1/28/14,"1,788.25","1,771.25","1,797.00","1,771.00",1.73M,0.70%
1/27/14,"1,775.75","1,781.75","1,792.00","1,767.00",2.78M,-0.35%
1/24/14,"1,782.00","1,824.00","1,828.00","1,780.00",2.57M,-2.32%
1/23/14,"1,824.25","1,839.00","1,844.00","1,813.75",1.82M,-0.78%
1/22/14,"1,838.50","1,837.50","1,843.25","1,834.75",941.60K,0.00%
1/21/14,"1,838.50","1,834.00","1,844.00","1,826.25",1.33M,0.25%
1/20/14,"1,833.95","1,834.45","1,834.65","1,830.15",,-0.02%
1/17/14,"1,834.25","1,838.00","1,842.75","1,829.25",1.18M,-0.11%
1/16/14,"1,836.25","1,841.50","1,843.75","1,834.50",952.50K,-0.29%
1/15/14,"1,841.50","1,833.00","1,845.75","1,831.50",1.26M,0.46%
1/14/14,"1,833.00","1,815.75","1,834.25","1,812.75",1.60M,0.99%
1/13/14,"1,815.00","1,838.50","1,838.75","1,809.50",1.71M,-1.24%
1/10/14,"1,837.75","1,833.25","1,842.50","1,826.25",1.46M,0.26%
1/9/14,"1,833.00","1,831.75","1,839.00","1,824.25",1.32M,0.03%
1/8/14,"1,832.50","1,830.75","1,834.75","1,825.50",1.33M,0.10%
1/7/14,"1,830.75","1,819.75","1,834.75","1,819.50",1.16M,0.55%
1/6/14,"1,820.75","1,824.00","1,832.50","1,817.25",1.37M,-0.26%
1/3/14,"1,825.50","1,827.25","1,833.00","1,820.50",961.60K,-0.05%
1/2/14,"1,826.50","1,837.75","1,840.75","1,821.75",1.24M,-0.89%
1/1/14,"1,842.95","1,842.95","1,842.95","1,842.95",,0.11%
12/31/13,"1,841.00","1,835.50","1,846.50","1,834.25",653.06K,0.34%
12/30/13,"1,834.75","1,836.00","1,838.50","1,833.50",581.58K,-0.10%
12/27/13,"1,836.50","1,836.50","1,840.00","1,833.25",622.70K,0.00%
12/26/13,"1,836.50","1,830.00","1,837.75","1,829.75",438.94K,0.41%
12/24/13,"1,829.00","1,822.75","1,829.50","1,820.50",314.41K,0.34%
12/23/13,"1,822.75","1,817.00","1,824.50","1,816.75",737.15K,0.54%
12/20/13,"1,812.89","1,808.75","1,813.00","1,808.75",47.70K,0.24%
12/19/13,"1,808.50","1,810.00","1,813.00","1,801.25",387.39K,-0.12%
12/18/13,"1,810.75","1,778.25","1,812.75","1,767.25",711.56K,1.77%
12/17/13,"1,779.25","1,784.75","1,789.00","1,776.50",748.12K,-0.41%
12/16/13,"1,786.50","1,774.75","1,792.50","1,760.25",869.48K,0.66%
12/13/13,"1,774.75","1,773.50","1,783.00","1,771.75",994.29K,-0.01%
12/12/13,"1,775.00","1,780.75","1,784.00","1,771.75",1.83M,-0.32%
12/11/13,"1,780.75","1,804.25","1,808.00","1,779.25",2.00M,-1.23%
12/10/13,"1,803.00","1,809.25","1,811.50","1,801.00",1.17M,-0.33%
